lineId,movieId,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,poster_path,production_companies_name,writers,directors,actors,key_words
0,tt0023088,The Kid from Spain,The Kid from Spain,1932,96,"['Comedy', 'Musical', 'Romance']",6.4,643,['États-Unis'],/sAsPpNlgmUPWZdRZ9XmvOOIhIrn.jpg,['Samuel Goldwyn Productions'],"['William Anthony McGuire', 'Bert Kalmar', 'Harry Ruby']",['Leo McCarey'],"['Eddie Cantor', 'Lyda Roberti', 'Robert Young', 'Ruth Hall', 'John Miljan', 'Noah Beery', 'J. Carrol Naish', ""Robert Emmett O'Connor"", 'Stanley Fields', 'Paul Porcasi']","['matador (bullfighter)', 'pre-code']"
1,tt0023213,Merrily We Go to Hell,Merrily We Go to Hell,1932,83,"['Comedy', 'Drama', 'Romance']",6.9,2260,['États-Unis'],/qMunDEK0fMaeaourJgx2pIffmPn.jpg,['Paramount'],"['Edwin Justus Mayer', 'Cleo Lucas']",['Dorothy Arzner'],"['Sylvia Sidney', 'Fredric March', 'Adrianne Allen', ""Richard 'Skeets' Gallagher"", 'George Irving', 'Esther Howard', 'Florence Britton', 'Charles Coleman', 'Cary Grant', 'Kent Taylor']","['ex-lover', 'alcoholism', 'playwright', 'mistress', 'heiress', 'gossip columnist', 'pre-code', 'open marriage', 'woman director', 'stage actress', 'adulterous affair', 'unconventional arrangement', 'alcoholic husband', 'adulterous husband', 'modern woman']"
2,tt0023241,Movie Crazy,Movie Crazy,1932,84,"['Comedy', 'Family', 'Romance']",7.1,1807,['États-Unis'],/9iqQodSzndRx2MAnJ3xe6N1fjsh.jpg,['The Harold Lloyd Corporation'],"['Vincent Lawrence', 'Agnes Christine Johnston', 'John Grey', 'Felix Adler', 'Ernie Bushmiller', 'Harold Lloyd']","['Clyde Bruckman', 'Harold Lloyd']","['Harold Lloyd', 'Constance Cummings', 'Kenneth Thomson', 'Louise Closser Hale', 'Spencer Charters', 'Robert McWade', 'Eddie Fetherston', 'Sydney Jarvis', 'Harold Goodwin', 'Mary Doran']","['hollywood', 'screen test']"
3,tt0023358,Prosperity,Prosperity,1932,87,"['Comedy', 'Drama']",6.3,364,['États-Unis'],/wx2GCFNsxIKmKCkL2pNtn1KSmVp.jpg,['Metro-Goldwyn-Mayer'],"['Sylvia Thalberg', 'Frank Butler', 'Zelda Sears', 'Eve Greene', 'Frances Goodrich', 'Leo McCarey', 'Ralph Spence']",['Sam Wood'],"['Marie Dressler', 'Polly Moran', 'Anita Page', 'Norman Foster', 'John Miljan', 'Jackie Lyn Dufton', 'Jerry Tucker', 'Charles Giblyn', 'Frank Darien', 'Henry Armetta']","['mother-in-law', 'great depression', 'securities, stocks and bonds ', 'family', 'bank run']"
4,tt0023382,Red Dust,Red Dust,1932,83,"['Comedy', 'Drama', 'Romance']",7.2,5215,['États-Unis'],/laHlMLtR1SyKoOhWmQG5aLHflJa.jpg,['Metro-Goldwyn-Mayer'],"['John Lee Mahin', 'Wilson Collison', 'Donald Ogden Stewart']",['Victor Fleming'],"['Clark Gable', 'Jean Harlow', 'Gene Raymond', 'Mary Astor', 'Donald Crisp', 'Tully Marshall', 'Forrester Harvey', 'Willie Fung']","['infidelity', 'prostitute', 'love triangle', 'tiger', 'monsoon', 'plantation', 'based on play or musical', 'indochina', 'gunshot wound', 'jungle', 'gunshot', 'pre-code', 'riverboat', 'dust storm', 'malaria', 'gun shooting', 'french colonialism', 'tropics', 'romantic triangle', 'rainy setting', 'rubber plantation', 'alpha male']"
5,tt0023622,Trouble in Paradise,Trouble in Paradise,1932,83,"['Comedy', 'Crime', 'Romance']",7.9,17166,['États-Unis'],/FBxuoLRD3Biyul14unT5m3PYNS.jpg,['Paramount'],"['Samson Raphaelson', 'Grover Jones', 'Aladár László']",['Ernst Lubitsch'],"['Miriam Hopkins', 'Kay Francis', 'Herbert Marshall', 'Charles Ruggles', 'Edward Everett Horton', 'C. Aubrey Smith', 'Robert Greig', 'Luis Alberni', 'Hooper Atchley', 'Tyler Brooke']","['jealousy', 'robbery', 'venice, italy', 'widow', 'approach', 'based on play or musical', 'secretary', 'black and white', 'extramarital affair', 'pre-code', 'emotions']"
6,tt0023787,A Bedtime Story,A Bedtime Story,1933,87,"['Comedy', 'Musical', 'Romance']",6.5,150,['États-Unis'],/ngzVKRSDKzN9AYWw6x0ots7eZxV.jpg,['Paramount'],"['Roy Horniman', 'Benjamin Glazer', 'Nunnally Johnson', 'Waldemar Young']",['Norman Taurog'],"['Maurice Chevalier', 'Helen Twelvetrees', 'Edward Everett Horton', 'Adrienne Ames', 'Baby LeRoy', 'Earle Foxe', 'Leah Ray', 'Betty Lorraine', 'Gertrude Michael', 'Ernest Wood']",['baby']
7,tt0023926,Dancing Lady,Dancing Lady,1933,92,"['Comedy', 'Musical', 'Romance']",6.8,2842,['États-Unis'],/bJc8DTD34kbpccaMDROojHXJ0RS.jpg,['Metro-Goldwyn-Mayer'],"['Allen Rivkin', 'P.J. Wolfson', 'James Warner Bellah', 'Joan Crawford', 'Robert Benchley', 'Zelda Sears']",['Robert Z. Leonard'],"['Joan Crawford', 'Clark Gable', 'Franchot Tone', 'May Robson', 'Winnie Lightner', 'Fred Astaire', 'Robert Benchley', 'Ted Healy', 'Arthur Jarrett', 'Grant Mitchell']","['dancing', 'marriage proposal', 'dancer', 'based on novel or book', 'striptease', 'musical', 'tap dancing', 'great depression', 'stage show', 'theater director', 'revue', 'beautiful woman', 'jail', 'singing', 'black and white', 'choreographer', 'pre-code', 'merry go round', 'burlesque', 'manhattan, new york city', 'police raid', 'rehearsal space', 'broadway show', 'uptown', 'rich man', 'night court', 'determination', 'dance practice', 'financial backer', 'manipulated woman', 'dancing girls', 'dance rehearsal']"
8,tt0024025,Flying Down to Rio,Flying Down to Rio,1933,89,"['Comedy', 'Musical', 'Romance']",6.6,4280,['États-Unis'],/zKBXy84eN6tgwXaYsiFSCgq0GBc.jpg,['RKO Radio Pictures'],"['Cyril Hume', 'H.W. Hanemann', 'Erwin Gelsey', 'Anne Caldwell', 'Lou Brock', 'Adele Comandini', 'Joseph Fields', 'Thomas Lennon', 'Fred Niblo Jr.', 'Gilberto Souto', 'Harvey F. Thew', 'H. Reynolds']",['Thornton Freeland'],"['Dolores Del Río', 'Gene Raymond', 'Raul Roulien', 'Ginger Rogers', 'Fred Astaire', 'Blanche Friderici', 'Walter Walker', 'Etta Moten', ""Roy D'Arcy"", 'Maurice Black']","['dancing', 'airplane', 'love triangle', 'rio de janeiro', 'fiancé', 'pilot', 'orchestra', 'musical', 'tap dancing', 'beautiful woman', 'singing', 'black and white', 'band singer', 'showgirl', 'pre-code', 'biplane', 'bandleader', 'aerial stunts', 'dance band', 'forced landing', 'romantic triangle', 'dancing girls']"
9,tt0024034,42nd Street,42nd Street,1933,89,"['Comedy', 'Drama', 'Musical']",7.3,13657,['États-Unis'],/bcXT1q4JKqAlCjUadLx0pNGoyJR.jpg,['Warner Bros. Pictures'],"['Rian James', 'James Seymour', 'Bradford Ropes', 'Whitney Bolton']",['Lloyd Bacon'],"['Warner Baxter', 'Bebe Daniels', 'George Brent', 'Ruby Keeler', 'Guy Kibbee', 'Una Merkel', 'Ginger Rogers', 'Ned Sparks', 'Dick Powell', 'Allen Jenkins']","['philadelphia, pennsylvania', 'musical', 'stage show', 'director', 'dog', 'broadway', 'pre-code', 'fainting', 'chorus girl', 'eviction', 'financial crisis']"
10,tt0024069,Gold Diggers of 1933,Gold Diggers of 1933,1933,97,"['Comedy', 'Drama', 'Musical']",7.7,9740,['États-Unis'],/sXsUJsW9fcVT15hfBu9LyU22qmG.jpg,['Warner Bros. Pictures'],"['Erwin Gelsey', 'James Seymour', 'David Boehm', 'Ben Markson', 'Avery Hopwood']",['Mervyn LeRoy'],"['Warren William', 'Joan Blondell', 'Aline MacMahon', 'Ruby Keeler', 'Dick Powell', 'Guy Kibbee', 'Ned Sparks', 'Ginger Rogers', 'Robert Agnew', 'Loretta Andrews']","['mistaken identity', 'musical', 'great depression', 'songwriter', 'pre-code', 'hard times', 'chorus girl', 'broadway musical', 'hidden identity', 'show girls']"
11,tt0024254,Ein Lied geht um die Welt,Ein Lied geht um die Welt,1933,96,"['Comedy', 'Drama', 'Romance']",6.5,73,['Allemagne'],/ys9dO5dhhEbcB2jESb19GpcJ8pk.jpg,['Rio-Film GmbH'],['Ernst Neubach'],['Richard Oswald'],"['Joseph Schmidt', 'Viktor de Kowa', 'Charlotte Ander', 'Fritz Kampers', 'Carl Auen', 'Carl de Vogt', 'Erich Bartels', 'Karl Morvilius', 'Ernst Pistulla', 'Phillip Cervantes']",[]
12,tt0024475,The Prizefighter and the Lady,The Prizefighter and the Lady,1933,102,"['Comedy', 'Crime', 'Music']",6.3,1142,['États-Unis'],/4ufG95mvWzB8O5R6mQ4KeEW0PfT.jpg,['Metro-Goldwyn-Mayer'],"['John Lee Mahin', 'John Meehan', 'Frances Marion']","['W.S. Van Dyke', 'Howard Hawks']","['Myrna Loy', 'Max Baer', 'Primo Carnera', 'Jack Dempsey', 'Walter Huston', 'Otto Kruger', 'Vince Barnett', 'Robert McWade', 'Muriel Evans', 'Jean Howard']","['pre-code', 'prizefight', 'boxing']"
13,tt0024507,Roman Scandals,Roman Scandals,1933,92,"['Comedy', 'Fantasy', 'Musical']",6.7,899,['États-Unis'],/3UvJ0QcKS5Eax32jCp7a9SJl6Ew.jpg,"['Samuel Goldwyn Productions', 'Howard Productions']","['George S. Kaufman', 'Robert E. Sherwood', 'William Anthony McGuire', 'George Oppenheimer', 'Arthur Sheekman', 'Nat Perrin']",['Frank Tuttle'],"['Eddie Cantor', 'Eddie Cantor', 'Ruth Etting', 'Gloria Stuart', 'Edward Arnold', 'David Manners', 'Verree Teasdale', 'Alan Mowbray', 'Jack Rutherford', 'Willard Robertson', 'Lee Kohlmar']","['pre-code', 'eddie cantor']"
14,tt0024757,Wedding Rehearsal,Wedding Rehearsal,1932,84,"['Comedy', 'Drama', 'Romance']",6.1,344,['Royaume-Uni'],/cSsEHkLC1eARtXKr2DUYsn23SlJ.jpg,['London Films Productions'],"['Lajos Biró', 'George Grossmith', 'Arthur Wimperis', 'Helen Gardom', 'Robert Vansittart']",['Alexander Korda'],"['Roland Young', 'George Grossmith', 'John Loder', 'Wendy Barrie', 'Joan Gardner', 'Merle Oberon', 'Lady Tree', 'Kate Cutler', 'Maurice Evans', 'Morton Selten']","['london, england', 'bride', 'matchmaking', 'wedding', 'marquis']"
15,tt0024763,When Ladies Meet,When Ladies Meet,1933,85,"['Comedy', 'Romance']",6.8,1249,['États-Unis'],/6GGK7UGIT1mG8wbGiDouhG9joaO.jpg,['Metro-Goldwyn-Mayer'],"['John Meehan', 'Leon Gordon', 'Rachel Crothers']","['Harry Beaumont', 'Robert Z. Leonard']","['Ann Harding', 'Robert Montgomery', 'Myrna Loy', 'Alice Brady', 'Frank Morgan', 'Martin Burton', 'Luis Alberni', 'Sterling Holloway', 'David Newell']","['widow', 'writer', 'pre-code', 'publisher']"
16,tt0025164,The Gay Divorcee,The Gay Divorcee,1934,107,"['Comedy', 'Musical', 'Romance']",7.3,9209,['États-Unis'],/xD6oUOAa0Q6PppaOnY6dy6sWPLG.jpg,['RKO Radio Pictures'],"['Dwight Taylor', 'Kenneth S. Webb', 'Samuel Hoffenstein', 'George Marion Jr.', 'Dorothy Yost', 'Edward Kaufman', 'Robert Benchley', 'H.W. Hanemann', 'J. Hartley Manners', 'Stanley Rauh']",['Mark Sandrich'],"['Fred Astaire', 'Ginger Rogers', 'Alice Brady', 'Edward Everett Horton', 'Erik Rhodes', 'Eric Blore', 'Lillian Miles', 'Charles Coleman', 'William Austin', 'Betty Grable']","['dancing', 'london, england', 'entertainer', 'nightclub', 'mistaken identity', 'musical', 'aunt', 'brighton, england', 'misunderstanding', 'singing', 'divorce', 'song and dance']"
17,tt0025238,Here Comes the Navy,Here Comes the Navy,1934,87,"['Comedy', 'Drama', 'Romance']",6.2,1308,['États-Unis'],/ds1PRNhizvCtnmDsp1EvrUzs1LI.jpg,['Warner Bros. Pictures'],"['Earl Baldwin', 'Ben Markson', 'Alfred A. Cohn', 'Joe Traub']",['Lloyd Bacon'],"['James Cagney', ""Pat O'Brien"", 'Gloria Stuart', 'Frank McHugh', 'Dorothy Tree', 'Robert Barrat', 'Willard Robertson', ""Guinn 'Big Boy' Williams"", 'Howard Hickman', 'Maude Eburne']",['u.s. navy']
18,tt0025301,Imitation of Life,Imitation of Life,1934,111,"['Comedy', 'Drama', 'Romance']",7.5,6100,['États-Unis'],/kqymXLeKSb8YWQdMiv3nfQjfP2v.jpg,['Universal Pictures'],"['Fannie Hurst', 'William Hurlbut', 'Preston Sturges', 'Finley Peter Dunne', 'Walter Ferris', 'Bianca Gilchrist', 'Victor Heerman', 'Sarah Y. Mason', 'Samuel Ornitz', 'Arthur Richman']",['John M. Stahl'],"['Claudette Colbert', 'Warren William', 'Rochelle Hudson', 'Ned Sparks', 'Louise Beavers', 'Fredi Washington', 'Juanita Quigley', 'Alan Hale', 'Henry Armetta', 'Wyndham Standing']","['black and white', 'housekeeper', 'pancakes', 'pre-code', 'passing for white']"
19,tt0025316,It Happened One Night,It Happened One Night,1934,105,"['Comedy', 'Romance']",8.1,118345,['États-Unis'],/2PNUGWAflH6UUumas0POMmokHlc.jpg,['Columbia Pictures'],"['Robert Riskin', 'Samuel Hopkins Adams']",['Frank Capra'],"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns', 'Jameson Thomas', 'Alan Hale', 'Arthur Hoyt', 'Blanche Friderici', 'Charles C. Wilson', 'Ernie Adams']","['newspaper', 'miami, florida', 'marriage', 'reporter', 'black and white', 'screwball comedy', 'socialite', 'pre-code', 'based on short story', 'screwball', 'hitchhiking', 'road movie', 'rich girl', 'frantic', 'brat', 'trains', 'lighthearted', 'witty', 'romantic']"
20,tt0025478,Masquerade in Vienna,Maskerade,1934,90,"['Comedy', 'Romance']",7.6,437,['Autriche'],/bcqLkTIXgVEADkneorIWKfCDNCz.jpg,"['Tobis Filmkunst', 'Sascha-Verleih']","['Willi Forst', 'Walter Reisch']",['Willi Forst'],"['Paula Wessely', 'Anton Walbrook', 'Olga Tschechowa', 'Hans Moser', 'Walter Janssen', 'Peter Petersen', 'Hilde von Stolz', 'Julia Serda', 'Fritz Imhoff']","['ball', 'vienna, austria']"
21,tt0025546,The Mystery of Mr. X,The Mystery of Mr. X,1934,84,"['Comedy', 'Crime', 'Mystery']",6.9,644,['États-Unis'],/i23PGGg0wlqdTCFPqkuC8nqoRLS.jpg,['Metro-Goldwyn-Mayer'],"['Philip MacDonald', 'Howard Emmett Rogers', 'Monckton Hoffe', 'James Kevin McGuinness']","['Edgar Selwyn', 'Richard Boleslawski']","['Robert Montgomery', 'Elizabeth Allan', 'Lewis Stone', 'Ralph Forbes', 'Henry Stephenson', 'Forrester Harvey', 'Ivan F. Simpson', 'Leonard Mudie', 'Alec B. Francis', 'Charles Irwin']","['diamond', 'cop-killer', 'scotland yard', 'serial killer', 'jewel thief', 'pre-code', 'gentleman thief', 'london bobby', 'revenge murderer', 'police superintendent', 'revenge slasher', 'partners in crimes']"
22,tt0026056,Alice Adams,Alice Adams,1935,99,"['Comedy', 'Drama', 'Romance']",6.9,4838,['États-Unis'],/rjhJDaC7025umyBKvKHyOsocKDp.jpg,['RKO Radio Pictures'],"['Booth Tarkington', 'Dorothy Yost', 'Mortimer Offner', 'Jane Murfin']",['George Stevens'],"['Katharine Hepburn', 'Fred MacMurray', 'Fred Stone', 'Evelyn Venable', 'Frank Albertson', 'Ann Shoemaker', 'Charley Grapewin', 'Grady Sutton', 'Hedda Hopper', 'Jonathan Hale']","['small town', 'inventor', 'gambling debt', 'business idea', 'business start-up', 'young love', 'dinner party', 'socially awkward', 'awkward situation', 'nagging wife', 'dinner guest', 'social climber', 'poor pretending to be rich', 'ambitious wife']"
23,tt0026069,Amphitryon,Amphitryon,1935,105,"['Comedy', 'Fantasy', 'Musical']",6.8,199,['Allemagne'],/18Vwppc7OUvKuBa1d2SQLd2whLP.jpg,['UFA'],"['Molière', 'Titus Maccius Plautus', 'Reinhold Schünzel', 'Heinrich von Kleist']",['Reinhold Schünzel'],"['Willy Fritsch', 'Willy Fritsch', 'Paul Kemp', 'Paul Kemp', 'Käthe Gold', 'Fita Benkhoff', 'Adele Sandrock', 'Hilde Hildebrand', 'Vilma Bekendorf', 'Annie Ann', 'Hilde Boenisch', 'Ewald Wenck']",[]
24,tt0026137,The Bride Comes Home,The Bride Comes Home,1935,83,"['Comedy', 'Romance']",6.1,293,['États-Unis'],/7jjzQfjbX7dMqNf9tO3rUVhu2zl.jpg,['Paramount'],"['Claude Binyon', 'Elisabeth Sanxay Holding']",['Wesley Ruggles'],"['Claudette Colbert', 'Fred MacMurray', 'Robert Young', 'William Collier Sr.', 'Donald Meek', 'Richard Carle', 'Edgar Kennedy', 'Johnny Arthur', 'Kate MacKenna', 'Jimmy Conlin']","['magazine', 'socialite']"
25,tt0026406,The Ghost Goes West,The Ghost Goes West,1935,95,"['Comedy', 'Fantasy', 'Horror']",6.7,2336,['Royaume-Uni'],/zT8v1fXrs1SpttBzXVamPjfBqRh.jpg,['London Films Productions'],"['Eric Keown', 'Robert E. Sherwood', 'Geoffrey Kerr']",['René Clair'],"['Robert Donat', 'Robert Donat', 'Jean Parker', 'Eugene Pallette', 'Elsa Lanchester', 'Ralph Bunker', 'Patricia Hilliard', 'Everley Gregg', 'Morton Selten', 'Chili Bouchier', 'Mark Daly']","['florida', 'scotland', 'castle', 'ghost', 'brick']"
26,tt0026424,The Good Fairy,The Good Fairy,1935,98,"['Comedy', 'Romance']",7.5,1762,['États-Unis'],/mtn7wvW5I2xty7X64m3cwxZAjhA.jpg,['Universal Pictures'],"['Jane Hinton', 'Ferenc Molnár', 'Preston Sturges']",['William Wyler'],"['Margaret Sullavan', 'Herbert Marshall', 'Frank Morgan', 'Reginald Owen', 'Eric Blore', 'Beulah Bondi', 'Alan Hale', 'Cesar Romero', 'Luis Alberni', 'June Clayworth']","['budapest, hungary', 'department store', 'mistaken identity', 'based on play or musical', 'romance', 'black and white', 'orphan', 'waiter', 'good deed', 'usherette', 'integrity', 'sudden wealth', 'naive girl', 'seducer', 'joyful']"
27,tt0026525,In Person,In Person,1935,87,"['Comedy', 'Romance']",6.3,628,['États-Unis'],/rq9oXmPXOEBA1PmpBQ0X5yeavwx.jpg,['RKO Radio Pictures'],"['Samuel Hopkins Adams', 'Allan Scott', 'Glenn Tryon']",['William A. Seiter'],"['Ginger Rogers', 'George Brent', 'Alan Mowbray', 'Grant Mitchell', 'Samuel S. Hinds', 'Joan Breslau', 'Louis Mason', 'Spencer Charters', 'William B. Davidson', 'George Davis']","['radio cooking show', 'county judge', 'movie theater']"
28,tt0026534,The Irish in Us,The Irish in Us,1935,84,['Comedy'],6.2,837,['États-Unis'],/85oWhN2kmqxBCQH5fKozkEXolJv.jpg,"['First National Pictures', 'Warner Bros. Pictures']","['Earl Baldwin', 'Frank Orsatti']",['Lloyd Bacon'],"['James Cagney', ""Pat O'Brien"", 'Olivia de Havilland', 'Frank McHugh', 'Allen Jenkins', 'Mary Gordon', 'J. Farrell MacDonald', 'Thomas E. Jackson', 'Harvey Parry', 'Phil Bloom']","['irish-american', 'boxer', 'cop', 'firefighter']"
29,tt0026784,No Limit,No Limit,1935,80,"['Comedy', 'Musical', 'Sport']",6.4,348,['Royaume-Uni'],/5cWDPEOxgWMaCgxP8XofX7H7bdh.jpg,['Associated Talking Pictures (ATP)'],"['Thomas J. Geraghty', 'Walter Greenwood', 'Fred Thompson']",['Monty Banks'],"['George Formby', 'Florence Desmond', 'Edward Rigby', 'Jack Hobbs', 'Peter Gawthorne', 'Monty Banks', 'Howard Douglas', 'Beatrix Fielden-Kaye', 'Alf Goddard', 'Florence Gregson']","['sports', 'musical', 'motorcycle']"
30,tt0026854,The Passing of the Third Floor Back,The Passing of the Third Floor Back,1935,90,"['Comedy', 'Drama', 'Fantasy']",7.0,369,['Royaume-Uni'],/8epP0fJhvfXGPxODHOFVLXv1kPo.jpg,['Gaumont-British Picture Corporation'],"['Jerome K. Jerome', 'Michael Hogan', 'Alma Reville']",['Berthold Viertel'],"['Conrad Veidt', 'Rene Ray', 'Frank Cellier', 'Anna Lee', 'John Turnbull', 'Cathleen Nesbitt', 'Ronald Ward', 'Beatrix Lehmann', 'Jack Livesey', 'Sara Allgood']","['london, england', 'boarding house']"
31,tt0026942,Roberta,Roberta,1935,106,"['Comedy', 'Musical', 'Romance']",7.0,3880,['États-Unis'],/i4apYC87andlqfn5IhbxZN3b8Up.jpg,['RKO Radio Pictures'],"['Otto A. Harbach', 'Alice Duer Miller', 'Jane Murfin', 'Sam Mintz', 'Allan Scott', 'Glenn Tryon', 'Dorothy Yost']",['William A. Seiter'],"['Irene Dunne', 'Fred Astaire', 'Ginger Rogers', 'Randolph Scott', 'Helen Westley', 'Claire Dodd', 'Victor Varconi', 'Luis Alberni', 'Ferdinand Munier', 'Torben Meyer']","['dancing', 'paris, france', 'dance performance', 'musical', 'dressmaker', 'singing', 'black and white', 'fashion']"
32,tt0027040,Star of Midnight,Star of Midnight,1935,90,"['Comedy', 'Mystery', 'Romance']",6.7,1890,['États-Unis'],/vXRKfWuOc88MOqEwFoLN1DK1LVd.jpg,['RKO Radio Pictures'],"['Howard J. Green', 'Anthony Veiller', 'Edward Kaufman', 'Arthur Somers Roche']",['Stephen Roberts'],"['William Powell', 'Ginger Rogers', 'Paul Kelly', 'Gene Lockhart', 'Ralph Morgan', 'Leslie Fenton', 'J. Farrell MacDonald', 'Russell Hopton', 'Vivien Oakland', ""Robert Emmett O'Connor""]",['dancer']
33,tt0027067,Sylvia Scarlett,Sylvia Scarlett,1935,95,"['Comedy', 'Drama', 'Romance']",6.2,4849,['États-Unis'],/1hMesbV20CgdzODWgOgL2t1iHdp.jpg,['RKO Radio Pictures'],"['Gladys Unger', 'John Collier', 'Mortimer Offner', 'Compton MacKenzie']",['George Cukor'],"['Katharine Hepburn', 'Cary Grant', 'Brian Aherne', 'Edmund Gwenn', 'Robert Adair', 'Bunny Beatty', 'May Beatty', 'Daisy Belmore', 'Carmen Beretta', 'Nina Borget']","['family relationships', 'scam', 'disguise', 'confidence game', 'woman dressed as man']"
34,tt0027125,Top Hat,Top Hat,1935,101,"['Comedy', 'Musical', 'Romance']",7.7,21804,['États-Unis'],/qoPBiN6PBs2NsP7BNOJGCnmwruG.jpg,['RKO Radio Pictures'],"['Dwight Taylor', 'Allan Scott', 'Aladár László', 'Sándor Faragó', 'Ben Holmes', 'Károly Nóti', 'Ralph Spence']",['Mark Sandrich'],"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton', 'Erik Rhodes', 'Eric Blore', 'Helen Broderick', 'Robert Adair', 'Lucille Ball', 'Tito Blasco', 'William A. Boardway']","['dancing', 'dance', 'london, england', 'venice, italy', 'mistaken identity', 'musical', 'tap dancing', 'stage show', 'based on play or musical', 'fashion designer', 'singing', 'black and white', 'fashion', 'valet', 'rapier', 'song and dance']"
35,tt0027214,The Whole Town's Talking,The Whole Town's Talking,1935,93,"['Comedy', 'Crime', 'Drama']",7.3,3676,['États-Unis'],/7L0o3XXJpq6fg0OalH3CjR7k68S.jpg,['Columbia Pictures'],"['Jo Swerling', 'Robert Riskin', 'W.R. Burnett']",['John Ford'],"['Edward G. Robinson', 'Edward G. Robinson', 'Jean Arthur', 'Arthur Hohl', 'James Donlan', 'Arthur Byron', 'Wallace Ford', 'Donald Meek', 'Etienne Girardot', 'Edward Brophy', 'Paul Harvey']","['mistaken identity', 'screwball comedy', 'milquetoast']"
36,tt0027276,Hokum,Allotria,1936,94,['Comedy'],7.0,170,['Allemagne'],/e1QTqXcrb2ngDSjfd5q6JprDzjB.jpg,['Cine-Allianz Tonfilmproduktions GmbH'],"['Willi Forst', 'Jochen Huth']",['Willi Forst'],"['Renate Müller', 'Jenny Jugo', 'Anton Walbrook', 'Heinz Rühmann', 'Hilde Hildebrand', 'Heinz Salfner', 'Will Dohm', 'Norma Wellhoff', 'F.W. Schröder-Schrom', 'Julia Serda']",[]
37,tt0027331,Banjo on My Knee,Banjo on My Knee,1936,95,"['Comedy', 'Drama', 'Romance']",6.1,729,['États-Unis'],/66D5TtKwXiIX796NT3M5D8vEAor.jpg,['20th Century Fox'],"['Harry Hamilton', 'Nunnally Johnson']",['John Cromwell'],"['Barbara Stanwyck', 'Joel McCrea', 'Walter Brennan', 'Buddy Ebsen', 'Helen Westley', 'Walter Catlett', 'Tony Martin', 'Katherine DeMille', 'Victor Kilian', 'Minna Gombell']","['wedding night', 'based on song, poem or rhyme']"
38,tt0027387,Born to Dance,Born to Dance,1936,106,"['Comedy', 'Musical', 'Romance']",6.7,2101,['États-Unis'],/40ANyC8M0OuL7hevKmQFrAAbZaB.jpg,['Metro-Goldwyn-Mayer'],"['Jack McGowan', 'Sid Silvers', 'Buddy G. DeSylva']",['Roy Del Ruth'],"['Eleanor Powell', 'James Stewart', 'Virginia Bruce', 'Una Merkel', 'Sid Silvers', 'Frances Langford', 'Raymond Walburn', 'Alan Dinehart', 'Buddy Ebsen', 'Juanita Quigley']","['musical', 'sailor', 'tap dance']"
39,tt0027413,Cain and Mabel,Cain and Mabel,1936,90,"['Comedy', 'Musical', 'Mystery']",6.4,2184,['États-Unis'],/iu9UKUGUJ2WOvwB2BawN6OhL6Rj.jpg,['Warner Bros. Pictures'],"['Laird Doyle', 'H.C. Witwer']",['Lloyd Bacon'],"['Marion Davies', 'Clark Gable', 'Allen Jenkins', 'Roscoe Karns', 'Walter Catlett', 'Robert Paige', 'Hobart Cavanaugh', 'Ruth Donnelly', 'Pert Kelton', 'William Collier Sr.']","['boxer', 'musical', 'chorus girl']"
40,tt0027548,Three Girls Around Schubert,Drei Mäderl um Schubert,1936,93,['Comedy'],6.3,20,['Allemagne'],/kvcJnF6rZ0j81LwaDzQXISbpso8.jpg,"['Algefa Film', 'Tobis Filmkunst']","['Rudolph Hans Bartsch', 'E.W. Emo', 'Arthur Pohl', 'Hanns Saßmann', 'Franz Baumann']",['E.W. Emo'],"['Paul Hörbiger', 'Gretl Theimer', 'Maria Andergast', 'Else Elster', 'Gustav Waldau', 'Julia Serda', 'Karl Braun', 'Rudolf Vones', 'Wolfgang von Schwindt', 'Iván Petrovich']",[]
41,tt0027593,The Ex-Mrs. Bradford,The Ex-Mrs. Bradford,1936,82,"['Comedy', 'Mystery']",6.9,2431,['États-Unis'],/1cptWzKLijmmFTZ4bh53rIsDOrU.jpg,['RKO Radio Pictures'],"['Anthony Veiller', 'James Edward Grant']",['Stephen Roberts'],"['William Powell', 'Jean Arthur', 'James Gleason', 'Eric Blore', 'Robert Armstrong', 'Lila Lee', 'Grant Mitchell', ""Erin O'Brien-Moore"", 'Ralph Morgan', 'Lucile Gleason']","['police', 'taxi driver', 'homicide', 'greed', 'surgeon', 'autopsy', 'deception', 'clue', 'racetrack', 'jockey', 'screwball comedy', 'horse track', 'horse racing', 'private detective', 'spider bite', 'female detective', 'reconciliation', 'damsel in distress', 'mystery writer', 'bookmaker', 'black widow', 'amateur sleuth', 'may/december', 'dead bodies']"
