lineId,movieId,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,poster_path,production_companies_name,writers,directors,actors,key_words
1696,tt15428134,Dunki,Dunki,2023,160,"['Action', 'Adventure', 'Comedy']",6.5,84360,['Inde'],/1l2inDujo7uw9qOaZl2GmkIDcCJ.jpg,"['Jio Studios', 'Rajkumar Hirani Films', 'Red Chillies Entertainment']","['Abhijat Joshi', 'Rajkumar Hirani', 'Kanika Dhillon']",['Rajkumar Hirani'],"['Taapsee Pannu', 'Ryan Cretney', 'Priya Sindher', 'Ketan Desai', 'Deven Bhojani', 'Mohd. Ashique Hussain', 'Kiranpal Singh Dhody', 'Karam Singh Bhoai', 'Surinderpal Singh', 'Harpal Singh Bunty']","['affectation', 'ambiguous']"
1697,tt15516226,Chhatriwali,Chhatriwali,2023,116,"['Comedy', 'Drama']",6.6,11246,['Inde'],/yj6QBEx3QMMxfz5AqDtFEgvlfSb.jpg,['RSVP Movies'],"['Sanchit Gupta', 'Priyadarshee Srivastava']",['Tejas Prabha Vijay Deoskar'],"['Rakul Preet Singh', 'Sumeet Vyas', 'Satish Kaushik', 'Dolly Ahluwalia', 'Rajesh Tailang', 'Prachee Shah', 'Rakesh Bedi', 'Riva Arora', 'Kajol Chugh', 'Uday Vir Singh Yadav']",[]
1698,tt15528292,The Big 4,The Big 4,2022,141,"['Action', 'Comedy', 'Crime']",6.1,4391,['Indonésie'],/gxtf1bovLDyd0dMcKXdwVyqVsuK.jpg,['Frontier Pictures'],"['Timo Tjahjanto', 'Johanna Wattimena']",['Timo Tjahjanto'],"['Abimana Aryasatya', 'Putri Marino', 'Lutesha', 'Arie Kriting', 'Kristo Immanuel', 'Marthino Lio', 'Marthino Lio', 'Michelle Tahalea', 'Kho Michael', 'Kho Michael', 'Budi Ros', 'Donny Damara']","['assassin', 'indonesian', 'action comedy', 'retired assassin']"
1699,tt15546822,Mukundan Unni Associates,Mukundan Unni Associates,2022,128,"['Comedy', 'Crime', 'Drama']",7.9,7154,['Inde'],/7aEuV7eLbc0KXVBbtRZr1avWjSL.jpg,['Joy Movie Productions'],"['Vimal Gopalakrishnan', 'Abhinav Sunder Nayak']",['Abhinav Sunder Nayak'],"['Vineeth Sreenivasan', 'Suraj Venjaramoodu', 'Aarsha Chandini Baiju', 'Sudhi Koppa', 'Tanvi Ram', 'Ranjith', 'Jagadish', 'Salim Kumar', 'George Kora']",[]
1700,tt15553956,Love and Leashes,Love and Leashes,2022,117,"['Comedy', 'Romance']",6.3,7673,['Corée du Sud'],/yQgGYiHUoDYeA4TbYlghpA5lmKH.jpg,['See At Film'],['Park Hyeon-jin'],['Park Hyeon-jin'],"['Seohyun', 'Lee Jun-young', 'Kim Bo-ra', 'Lee El', 'Nicole Fong', 'Nicole Fong', 'Kim Han-na', 'Baek Hyun-joo', 'Darren Keilan', 'Darren Keilan', 'Arvin Lee', 'Arvin Lee', 'Jeon Seok-chan']","['based on comic', 'bdsm', 'intimacy', 'based on webcomic or webtoon']"
1701,tt15575900,Appan,Appan,2022,129,"['Comedy', 'Crime', 'Drama']",7.5,1322,['Inde'],/r9JNFwuy86q0jutO8qXP758k5sN.jpg,"['Sunny Wayne Productions', 'Tiny Hands Productions']","['R. Jayakumar', 'Maju']",['Maju'],"['Sunny Wayne', 'Alencier Ley Lopez', 'Pauly Valsan', 'Ananya', 'Grace Antony', 'Vijilesh Karayad', 'Radhika Radhakrishnan', 'Anil K. Shivaram', 'Geethi Sangeetha', 'Unni Raja']",[]
1702,tt15600222,An Action Hero,An Action Hero,2022,130,"['Action', 'Comedy', 'Crime']",7.0,33434,"['Inde', 'Royaume-Uni']",/mxaWpWRrUzl4gOmX02ctdp8VdQE.jpg,"['T-Series', 'Colour Yellow Productions']","['Anirudh Iyer', 'Neeraj Yadav']",['Anirudh Iyer'],"['Ayushmann Khurrana', 'Jaideep Ahlawat', 'Gautam Joglekar', 'Akshay Kumar', 'Neeraj Madhav', 'Harsh Chhaya', 'Vaquar Shaikh', 'Malaika Arora', 'Sumit Singh', 'Jitender']",['action comedy']
1703,tt1562872,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,2011,155,"['Comedy', 'Drama', 'Musical']",8.2,93742,"['Inde', 'Espagne']",/hKO9O715wYxjkQSEv47giCYcyO8.jpg,"['UTV Motion Pictures', 'Excel Entertainment', 'Eros International', 'Kanzaman Productions']","['Farhan Akhtar', 'Reema Kagti', 'Zoya Akhtar', 'Shubham Ghude']",['Zoya Akhtar'],"['Hrithik Roshan', 'Farhan Akhtar', 'Abhay Deol', 'Katrina Kaif', 'Kalki Koechlin', 'Ariadna Cabrol', 'Naseeruddin Shah', 'Deepti Naval', 'Supreet Bedi', 'Anisa Butt']","['school friend', 'friendship', 'cheating', 'painter', 'poet', 'vacation', 'travel', 'scuba diving', 'misunderstanding', 'lyricist', 'childhood friends', 'road movie', 'flirting', 'female domination', 'scuba diver', 'father son conflict', 'sky diving', 'lyrical']"
1704,tt1564367,Just Go with It,Just Go with It,2011,117,"['Comedy', 'Romance']",6.4,284020,['États-Unis'],/ez1EDULOCUUCySHOZU6tz97qbtM.jpg,"['Columbia Pictures', 'Happy Madison Productions']","['Allan Loeb', 'Timothy Dowling', 'I.A.L. Diamond', 'Abe Burrows', 'Pierre Barillet', 'Jean-Pierre Grédy']",['Dennis Dugan'],"['Adam Sandler', 'Jennifer Aniston', 'Brooklyn Decker', 'Nicole Kidman', 'Nick Swardson', 'Bailee Madison', 'Griffin Gluck', 'Dave Matthews', 'Kevin Nealon', 'Rachel Dratch']","['friendship', 'hawaii', 'assistant', 'plastic surgery', 'romcom', 'waterfall', 'falling in love', 'older man younger woman relationship', 'young woman', 'family vacation', 'single mother', 'plastic surgeon', 'divorced', 'schoolteacher', 'rich man', 'favor', 'elaborate ruse', 'pretending to be wife', 'pretend marriage', 'pretend family', 'sorority sister']"
1705,tt1568153,Papa à la chasse aux lagopèdes,Papa à la chasse aux lagopèdes,2008,91,"['Comedy', 'Drama']",7.1,107,['Canada'],/jiBjqJ35gPFoweRAXGecUfiZhL.jpg,['Coop Vidéo de Montréal'],['Robert Morin'],['Robert Morin'],"['François Papineau', 'Sylvie Moreau', 'Georges Aubin', 'Ben Gibson', 'Alfred Adderly', 'André-Line Beauparlant']",[]
1706,tt1568921,The Secret World of Arrietty,Karigurashi no Arietti,2010,94,"['Adventure', 'Animation', 'Drama']",7.6,114451,"['France', 'Japon', 'États-Unis']",/xLkyM2Vt3yqlttnql02uXt0lemy.jpg,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'Mitsubishi Shoji', 'dentsu', 'TOHO', 'Nippon Television Network Corporation', 'Wild Bunch', 'The Walt Disney Company Japan', 'Walt Disney Pictures']","['Mary Norton', 'Hayao Miyazaki', 'Keiko Niwa']",['Hiromasa Yonebayashi'],"['Bridgit Mendler', 'Bridgit Mendler', 'Amy Poehler', 'Amy Poehler', 'Will Arnett', 'Will Arnett', 'Mirai Shida', 'Ryûnosuke Kamiki', 'Tatsuya Fujiwara', 'Tomokazu Miura', 'Shinobu Ôtake', 'Keiko Takeshita', 'Kirin Kiki']","['based on novel or book', 'cat', 'forest', ""based on children's book"", 'little people', 'dollhouse', 'nostalgic', 'anime']"
1707,tt1570728,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011,118,"['Comedy', 'Drama', 'Romance']",7.4,604305,['États-Unis'],/p4RafgAPk558muOjnBMHhMArjS2.jpg,['Warner Bros. Pictures'],['Dan Fogelman'],"['Glenn Ficarra', 'John Requa']","['Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone', 'Lio Tipton', 'Jonah Bobo', 'Joey King', 'Marisa Tomei', 'Beth Littleford', 'John Carroll Lynch']","['friendship', 'soulmates', 'marriage crisis', 'midlife crisis', 'babysitter', 'womanizer', 'law school', 'los angeles, california', 'middle school', 'relationship', 'love affair', 'divorcee', 'teenage love', 'playful', 'hilarious']"
1708,tt15721650,The Quintessential Quintuplets Movie,Eiga Go-Toubun no Hanayome,2022,136,"['Animation', 'Comedy', 'Drama']",7.4,3037,['Japon'],/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,"['DAX Production', 'Pony Canyon', 'Nichion', 'Bibury Animation Studios', 'Nippon BS Broadcasting', 'GYAO', 'Kodansha', 'Good Smile Film', 'Bushiroad', 'MAGNET']","['Negi Haruba', 'Keiichirô Ôchi']",['Masato Jinbô'],"['Yoshitsugu Matsuoka', 'Kana Hanazawa', 'Ayana Taketatsu', 'Miku Itou', 'Ayane Sakura', 'Inori Minase', 'Ryôta Akazawa', 'Felecia Angelle', 'Felecia Angelle', 'Yukari Anzai', 'Yuta Aoki']","['adolescence', 'harem', 'sister', 'based on comic', 'romance', 'slice of life', 'school', 'anime']"
1709,tt15740736,Ténor,Ténor,2022,100,"['Comedy', 'Drama', 'Music']",6.5,2053,['France'],/14195Sv9rUHXJAuWbjFDtRQMUCf.jpg,"['Firstep', 'Darka Movies', 'StudioCanal']","['Raphaël Benoliel', 'Cyrille Droux', 'Claude Zidi Jr.', 'Héctor Cabello Reyes']",['Claude Zidi Jr.'],"['Michèle Laroque', 'Mohamed Belkhir', 'Guillaume Duhesme', 'Maëva El Aroussi', 'Samir Decazza', 'Marie Oppert', 'Louis de Lavignère', 'Stéphane Debac', 'Doudou Masta', 'Oscar Copp']",[]
1710,tt15789038,Elemental,Elemental,2023,101,"['Adventure', 'Animation', 'Comedy']",7.0,157736,['États-Unis'],/8riWcADI1ekEiBguVB9vkilhiQm.jpg,"['Walt Disney Pictures', 'Pixar']","['John Hoberg', 'Kat Likkel', 'Brenda Hsueh', 'Peter Sohn']",['Peter Sohn'],"['Leah Lewis', 'Mamoudou Athie', 'Ronnie Del Carmen', 'Shila Ommi', 'Wendi McLendon-Covey', ""Catherine O'Hara"", 'Mason Wertheimer', 'Ronobir Lahiri', 'Wilma Bonet', 'Joe Pera']","['fire', 'earth', 'computer animation', 'duringcreditsstinger', 'elements', 'water', 'city', 'lighthearted', 'sentimental', 'romantic', 'whimsical', 'hopeful']"
1711,tt1588173,Warm Bodies,Warm Bodies,2013,98,"['Comedy', 'Horror', 'Romance']",6.8,252996,['États-Unis'],/pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg,"['Summit Entertainment', 'Mandeville Films', 'Lionsgate']","['Isaac Marion', 'Jonathan Levine']",['Jonathan Levine'],"['Nicholas Hoult', 'Teresa Palmer', 'John Malkovich', 'Lio Tipton', 'Rob Corddry', 'Dave Franco', 'Cory Hardrict', 'Daniel Rindress-Kay', 'Vincent Leclerc', 'Clifford LeDuc-Vaillancourt']","['based on novel or book', 'dystopia', 'post-apocalyptic future', 'zombie', 'shakespeare in modern dress', 'zombie apocalypse', 'interspecies romance', 'based on young adult novel']"
1712,tt15893750,Rye Lane,Rye Lane,2023,82,"['Comedy', 'Drama', 'Romance']",7.2,15475,"['Royaume-Uni', 'États-Unis']",/ozG8fNsw4Jy1s2AX0tJlm3Muubc.jpg,"['Searchlight Pictures', 'BBC Film', 'BFI', 'DJ Films', 'Turnover Films']","['Nathan Bryon', 'Tom Melia']",['Raine Allen-Miller'],"['David Jonsson', 'Vivian Oparah', 'Poppy Allen-Quarmby', 'Charlie Knight', 'Simon Manyonda', 'Blue Lab Beats', 'Alex Blake', 'Levi Roots', 'Paul Jordan', 'Eliah Ibazebo']","['london, england', 'karaoke', 'ex-boyfriend', 'ex-girlfriend', 'break-up', 'costume designer', 'woman director', 'peckham', 'accountant', 'south london', 'art exhibition', 'black british']"
1713,tt1596363,The Big Short,The Big Short,2015,130,"['Biography', 'Comedy', 'Drama']",7.8,526355,['États-Unis'],/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg,"['Plan B Entertainment', 'Paramount', 'Regency Enterprises']","['Charles Randolph', 'Adam McKay', 'Michael Lewis']",['Adam McKay'],"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Rudy Eisenzopf', 'Casey Groves', 'Charlie Talbert', 'Harold Gervais', 'Maria Frangos', 'Hunter Burke']","['based on novel or book', 'bank', 'fraud', 'wall street', 'biography', 'based on true story', 'finances', 'animated scene', 'historical fiction', 'loan', 'financial crisis', 'real estate', 'mortgage', 'factual']"
1714,tt16027944,Beyond the Universe,Depois do Universo,2022,126,"['Comedy', 'Drama', 'Romance']",6.6,2790,['Brésil'],/AlAP6WRSBuf5cP8OgpHTF45BPUp.jpg,['Camisa Listrada'],"['Diego Freitas', 'Ana Reber', 'Rod Azevedo', 'João Côrtes']",['Diego Freitas'],"['Henrique Zaga', 'Ashleigh Morghan', 'Ashleigh Morghan', 'Diego Freitas', 'João Miguel', 'Othon Bastos', 'Denise Del Vecchio', 'Viviane Araújo', 'Giulia Be', 'Isabel Fillardis', 'Rita Assemany']","['classical music', 'doctor', 'pianist', 'tearjerker', 'lupus', 'loss and grief']"
1715,tt1605630,American Reunion,American Reunion,2012,113,['Comedy'],6.7,231793,['États-Unis'],/de5QBIdVR4dnkBZ4a0zjkS4lTg.jpg,['Universal Pictures'],"['Jon Hurwitz', 'Hayden Schlossberg', 'Adam Herz']","['Jon Hurwitz', 'Hayden Schlossberg']","['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Chris Klein', 'Thomas Ian Nicholas', 'Tara Reid', 'Mena Suvari', 'Eddie Kaye Thomas', 'John Cho', 'Jennifer Coolidge']","['husband wife relationship', 'sequel', 'family reunion', 'masturbation', 'scat', 'high school reunion', 'nostalgic', 'quitting a job', 'milf', 'duringcreditsstinger', 'amused']"
1716,tt1605717,Frank,Frank,2014,95,"['Comedy', 'Drama', 'Music']",6.9,84188,"['Irlande', 'Royaume-Uni']",/mGzqs4CHW8LomreoPATnyrTXk7j.jpg,"['Runaway Fridge Productions', 'Element Pictures', 'Film4 Productions', 'Screen Ireland']","['Jon Ronson', 'Peter Straughan']",['Lenny Abrahamson'],"['Michael Fassbender', 'Domhnall Gleeson', 'Maggie Gyllenhaal', 'Moira Brooker', 'Paul Butterworth', 'Phil Kingston', 'Billie Traynor', ""Shane O'Brien"", 'Scoot McNairy', 'François Civil']","['mask', 'friendship', 'musician', 'identity', 'ireland', 'songwriter', 'austin, texas', 'twitter', 'mental problems', 'keyboardist', 'amused', 'exhilarated', 'melodramatic']"
1717,tt1606392,Win Win,Win Win,2011,106,"['Comedy', 'Drama', 'Sport']",7.1,56120,['États-Unis'],/xX0Ryq5J2weFF5BPYb80giKUL02.jpg,"['Next Wednesday Productions', 'Fox Searchlight Pictures', 'Everest Entertainment', 'Groundswell Productions']","['Tom McCarthy', 'Joe Tiboni']",['Tom McCarthy'],"['Paul Giamatti', 'Amy Ryan', 'Jeffrey Tambor', 'Bobby Cannavale', 'Burt Young', 'Melanie Lynskey', 'Alex Shaffer', 'Margo Martindale', 'David Thompson', 'Mike Diliello']","['new jersey', 'sports', 'coach', 'lawyer', 'wrestling coach']"
1718,tt16077702,Govinda Naam Mera,Govinda Naam Mera,2022,131,"['Comedy', 'Crime', 'Drama']",6.5,11025,['Inde'],/iXRQOfAJMHaGyKJTZz0jq6ZyJOr.jpg,"['Dharma Productions', 'Viacom18 Studios', 'Mentor Disciple Films']",['Shashank Khaitan'],['Shashank Khaitan'],"['Vicky Kaushal', 'Kiara Advani', 'Bhumi Pednekar', 'Renuka Shahane', 'Amey Wagh', 'Akkshay Gunaawat', 'Veenah Naair', 'Sayaji Shinde', 'Dayanand Shetty', 'Viraj Ghelani']","['marriage', 'bad marriage']"
1719,tt1609479,Better Living Through Chemistry,Better Living Through Chemistry,2014,91,"['Comedy', 'Drama']",6.2,16004,"['Royaume-Uni', 'États-Unis']",/9PpwTNDsXnuGHcwBdpgybVSwsFN.jpg,"['Ealing Metro International', 'Occupant Entertainment', 'Altus Productions', 'Aegis Film Fund']","['Geoff Moore', 'David Posamentier']","['Geoff Moore', 'David Posamentier']","['Sam Rockwell', 'Olivia Wilde', 'Michelle Monaghan', 'Jane Fonda', 'Ray Liotta', 'Norbert Leo Butz', 'Ben Schwartz', 'Ken Howard', 'Jenn Harris', 'Harrison Holzer']","['pharmacist', 'dark comedy', 'trophy wife']"
1720,tt16183464,One Piece Film: Red,Wan Pîsu Firumu Reddo,2022,115,"['Action', 'Adventure', 'Animation']",6.7,25645,['Japon'],/ogDXuVkO92GcETZfSofXXemw7gb.jpg,"['Toei Animation', 'Shueisha', 'Toei Company', 'Fuji Television Network', 'Bandai', 'Bandai Namco Entertainment', 'ADK Emotions', 'dentsu']","['Brooklyn El-Omar', 'Tsutomu Kuroiwa', 'Eiichirô Oda']",['Gorô Taniguchi'],"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi', 'Hiroaki Hirata', 'Ikue Ôtani', 'Yuriko Yamaguchi', 'Kazuki Yao', 'Chô', 'Katsutoshi Houki']","['pirate', 'fighting', 'super power', 'aftercreditsstinger', 'shounen', 'anime', 'idol', 'adventure', 'non-canon']"
1721,tt1621045,Think Like a Man,Think Like a Man,2012,122,"['Comedy', 'Romance']",6.5,52292,['États-Unis'],/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg,['Rainforest Entertainment'],"['Keith Merryman', 'David A. Newman', 'Steve Harvey']",['Tim Story'],"['Chris Brown', 'Gabrielle Union', 'Kevin Hart', 'Michael Ealy', 'Jerry Ferrara', 'Meagan Good', 'Regina Hall', 'Taraji P. Henson', 'Terrence Jenkins', 'Jenifer Lewis']","['based on novel or book', ""mama's boy"", 'advice', 'love', 'dating', 'relationship', 'man child', 'group of friends', 'duringcreditsstinger', 'turning the tables', 'reading a book', 'unemployed', 'disapproving parent', 'follow rules', 'player']"
1722,tt16233952,Something from Tiffany's,Something from Tiffany's,2022,87,"['Comedy', 'Family', 'Romance']",6.2,12836,['États-Unis'],/hzQV66zQHqWKRjLVphISNOqadIp.jpg,"['Hello Sunshine', 'Amazon Studios', 'CatchLight Studios']","['Melissa Hill', 'Tamara Chestna']",['Daryl Wein'],"['Zoey Deutch', 'Kendrick Sampson', 'Ray Nicholson', 'Shay Mitchell', ""Leah Sava' Jeffries"", 'Jojo T. Gibbs', 'Javicia Leslie', 'Stephanie Suganami', 'Rose Abdoo', 'Lyman Chen']","[""new year's eve"", 'new york city', 'jewelry', 'holiday', ""writer's block"", 'bakery', 'hospital', 'writer', 'dating', 'widower', 'single father', 'death of mother', 'engagement ring', 'mix-up', 'christmas', 'accident', 'death of wife', 'baker', 'relationships', 'best friends']"
1723,tt1626146,Hector and the Search for Happiness,Hector and the Search for Happiness,2014,114,"['Adventure', 'Comedy', 'Drama']",6.9,52213,"['Canada', 'Chine', 'Allemagne', 'Afrique du Sud', 'Royaume-Uni', 'États-Unis']",/lymRg46xAt6s9ApWa9MBcgnzXAS.jpg,"['Screen Siren Pictures', 'Egoli Tossell Film', 'Relativity Media', 'Bankside Films', 'Erfftal Film- & Fernsehproduktion GmbH & Co. KG', 'Head Gear Films', 'Star Gate Films', 'Metrol Technology', 'Film House Germany', 'Wild Bunch Germany', 'Construction Film', 'ARD Degeto', 'Téléfilm Canada', 'Film Afrika Worldwide', 'China Blue Productions', 'Outlaw Films']","['Maria von Heland', 'Peter Chelsom', 'Tinker Lindsay', 'François Lelord']",['Peter Chelsom'],"['Simon Pegg', 'Rosamund Pike', 'Tracy-Ann Oberman', 'Jean Reno', 'Veronica Ferres', 'Barry Atsma', 'Ming Zhao', 'Togo Igawa', 'Christopher Plummer', 'Bruce Fontaine']","['china', 'africa', 'routine', 'narration', 'office', 'travel', 'patient', 'psychiatrist', 'pursuit', 'boyfriend girlfriend relationship', 'college friends', 'organization', 'work routine', 'daily routine', 'simple life', 'ordinary']"
1724,tt1632708,Friends with Benefits,Friends with Benefits,2011,109,"['Comedy', 'Romance']",6.5,415026,['États-Unis'],/q4ZAmIIbe2LiLvhQT0q3e6pleYr.jpg,"['Castle Rock Entertainment', 'Olive Bridge Entertainment']","['Keith Merryman', 'David A. Newman', 'Will Gluck', 'Harley Peyton']",['Will Gluck'],"['Mila Kunis', 'Justin Timberlake', 'Patricia Clarkson', 'Jenna Elfman', 'Bryan Greenberg', 'Richard Jenkins', 'Woody Harrelson', 'Nolan Gould', 'Andy Samberg']","['new york city', 'friendship', 'job interview', 'dementia', ""alzheimer's disease"", 'love', 'friends', 'break-up', 'lust', 'beach house', 'headhunter', 'job hunting', 'sex comedy', 'casual sex', 'aftercreditsstinger', 'duringcreditsstinger', 'new job', 'flash mob', 'sexual relationship', 'film within a film', 'sex', 'anti-romance', 'friends with benefits', 'job', 'art director']"
1725,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101,"['Action', 'Adventure', 'Comedy']",6.3,147566,['Royaume-Uni'],/1T6qnlTVkrGr0mpgZbpSwVU5FWW.jpg,['Working Title Films'],"['Hamish McColl', 'William Davies', 'Neal Purvis', 'Robert Wade']",['Oliver Parker'],"['Rowan Atkinson', 'Rosamund Pike', 'Dominic West', 'Roger Barclay', 'Eric Carte', 'Togo Igawa', 'Eleanor Wyld', 'Mandi Sidhu', 'Margaret Clunie', 'Gillian Anderson']","['mind control', 'buddhist monk', 'cooking', 'prime minister', 'secret agent', 'sequel', 'james bond spoof', 'incompetence', 'aftercreditsstinger', 'assassination attempt', 'amused']"
1726,tt16360006,Bubble,Baburu,2022,100,"['Action', 'Adventure', 'Animation']",6.4,9346,['Japon'],/kk28Lk8oQBGjoHRGUCN2vxKb4O2.jpg,"['WIT STUDIO', 'Story', 'Nitroplus', 'Lawson Entertainment', 'Straight Edge', 'Warner Bros. Japan']","['Gen Urobuchi', 'Renji Ooki', 'Naoko Satou']",['Tetsurô Araki'],"['Jun Shison', 'Riria.', 'Mamoru Miyano', 'Yûki Kaji', 'Tasuku Hatanaka', 'Sayaka Senbongi', 'Ryôta Ôsaka', 'Wataru Hatano', 'Marina Inoue', ""Shin'ichirô Miki""]","['adolescence', 'parkour', 'romance', 'disaster', 'tokyo, japan', 'battle', 'gravity', 'anime', 'anxious', 'casual', 'post-apocalyptic']"
1727,tt1636826,Project X,Project X,2012,88,"['Comedy', 'Thriller']",6.7,252149,['États-Unis'],/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,"['Silver Pictures', 'Green Hat Films']","['Matt Drake', 'Michael Bacall']",['Nima Nourizadeh'],"['Thomas Mann', 'Oliver Cooper', 'Jonathan Daniel Brown', 'Dax Flame', 'Kirby Bliss Blanton', 'Brady Hender', 'Nick Nervies', 'Alexis Knapp', 'Miles Teller', 'Peter Mackenzie']","['high school', 'birthday', 'birthday party', 'house party', 'teen movie', 'high school student', 'fake documentary']"
1728,tt1736636,Nobody Else But You,Poupoupidou,2011,102,"['Comedy', 'Crime', 'Mystery']",6.6,3091,['France'],/wgsDeQoKzZgJU3TGpslhnhDqGkq.jpg,"['France 2 Cinéma', 'Diaphana Films']","['Gérald Hustache-Mathieu', 'Juliette Sales']",['Gérald Hustache-Mathieu'],"['Jean-Paul Rouve', 'Sophie Quinton', 'Guillaume Gouix', 'Arsinée Khanjian', 'Olivier Rabourdin', 'Clara Ponsot', 'Eric Ruf', 'Lyès Salem', 'Joséphine de Meaux', 'Ken Samuels']","['investigation', 'cheese', 'car crash', 'snow', 'writer', 'suspicious death']"
1729,tt1740047,The Trip,The Trip,2010,112,"['Comedy', 'Drama']",7.0,24021,['Royaume-Uni'],/tjGrjHNjsR0klih0bkGBHbukMdX.jpg,"['Revolution Films', 'BBC']",['Inconnu'],['Michael Winterbottom'],"['Steve Coogan', 'Rob Brydon', 'Rebecca Johnson', 'Elodie Harrod', 'Dolya Gavanski', 'Claire Keelan', 'Justin Edwards', 'Margo Stilley', 'Anna Stockton', 'Kerry Shale']","['northern england', 'countryside', 'restaurant', 'road trip', 'buddy', 'on the road']"
1730,tt1742336,Your Sister's Sister,Your Sister's Sister,2011,90,"['Comedy', 'Drama', 'Romance']",6.7,29015,['États-Unis'],/1lci6xrim3IQYVUZTk4N7M6Pndw.jpg,['Ada Films'],['Lynn Shelton'],['Lynn Shelton'],"['Mark Duplass', 'Emily Blunt', 'Rosemarie DeWitt', 'Mike Birbiglia', 'Michael Harring', 'Jason Dodson', 'Pete Erickson', 'Kathryn Lebo', 'Evan Mosher', 'Jennifer Maas']","['island', 'sibling relationship', 'loss of loved one', 'romance', 'cabin', 'cottage', 'relationship', 'washington state', 'mumblecore', 'woman director']"
1731,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94,"['Adventure', 'Comedy', 'Drama']",7.8,379160,['États-Unis'],/xrziXRHRQ7c7YLIehgSJY8GQBsx.jpg,"['Focus Features', 'Scott Rudin Productions', 'Indian Paintbrush', 'American Empirical Pictures']","['Wes Anderson', 'Roman Coppola']",['Wes Anderson'],"['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray', 'Edward Norton', 'Frances McDormand', 'Tilda Swinton', 'Jason Schwartzman', 'Bob Balaban', 'Lucas Hedges']","['camping', 'hurricane', 'pen pals', 'coming of age', 'camp', 'orphan', 'new england', 'first love', 'eye patch', 'search party', 'devastation', 'handkerchief', 'child smoking', 'small town sheriff', 'boy scouts', 'sand dancing', 'meet cute', 'boy scouts leader', 'pipe smoking', 'duringcreditsstinger', '1960s']"
1732,tt1753496,Resident Evil: Damnation,Baiohazâdo Damunêshon,2012,100,"['Action', 'Animation', 'Horror']",6.4,23468,['Japon'],/9T3u6laO3TRgJk4SFntt4UK1oXW.jpg,"['Digital Frontier', 'Sony Pictures', 'CAPCOM']","['Shotaro Suga', 'Shinji Mikami', 'Tokuro Fujiwara', 'Noboru Sugimura', 'Hideki Kamiya']",['Makoto Kamiya'],"['Matthew Mercer', 'Dave Wittenberg', 'Dave Wittenberg', 'Wendee Lee', 'Val Tasso', 'Robin Sachs', 'Robin Sachs', 'Courtenay Taylor', 'Salli Saffioti', 'David Vincent', 'David Vincent', 'Patrick Seitz', 'Michael McConnohie']","['mind control', 'biological weapon', 'dystopia', 'political instability', 'gore', 'infection', 'zombie', 'based on video game', 'survival horror', 'adult animation', 'parasite underneath skin', 'military operation', 'anime', 'genetic mutation', 'unkillable monster']"
1733,tt1754455,Santa's Apprentice,L'apprenti Père Noël,2010,80,"['Animation', 'Comedy', 'Family']",6.4,597,"['Australie', 'France', 'Irlande']",/ot2u06E1TjVCXkcoAEPSE1hHuTi.jpg,"['Cartoon Saloon', 'Bishop Studios LLC']",['Alexandre Reverend'],"['Luc Vinciguerra', 'Paulette Victor Lifton']","['Julie Gayet', 'Jean-Pierre Marielle', 'Lorànt Deutsch', 'Bruno Salomone', 'Pierre-François Martin-Laval', 'Didier Brice', 'Benoît Allemane', 'Nathan Simony', 'Daniela Duspara', 'Daniela Duspara', 'Fabiana Arrastia', 'Fabiana Arrastia', 'Fabiana Arrastia', 'Fabiana Arrastia', 'Fabiana Arrastia', 'Fabiana Arrastia']","['santa claus', 'snow', 'christmas']"
1734,tt1754656,The Little Prince,Le petit prince,2015,108,"['Adventure', 'Animation', 'Comedy']",7.6,70331,['France'],/je5Z7gbFTzrs3FPHINo9yGiHoVo.jpg,"['Orange Studio', 'ON Animation Studios', 'Canal+', 'CNC', 'LPPTV', 'M6 Films', 'On Entertainment', 'Paramount', 'Lucky Red']","['Irena Brignull', 'Bob Persichetti', 'Antoine de Saint-Exupéry']",['Mark Osborne'],"['Jeff Bridges', 'Mackenzie Foy', 'Rachel McAdams', 'Marion Cotillard', 'Riley Osborne', 'James Franco', 'Bud Cort', 'Benicio Del Toro', 'Ricky Gervais', 'Albert Brooks']","['airplane', 'parent child relationship', 'philosophy', 'dystopia', 'utopia', 'little boy', 'old man', 'growing up', 'stop motion', 'neighbor', 'school', 'little girl', ""based on children's book"", 'social differences']"
