,full_text,startYear,averageRating,numVotes,writers,directors,actors
79, Adventure Comedy Family Metro-Goldwyn-Mayer hardy family,1938,6.5,498, AuraniaRouverol AgnesChristineJohnston KayVanRiper WilliamLudwig CareyWilson, GeorgeB.Seitz, MickeyRooney LewisStone FayHolden CeciliaParker AnnRutherford SaraHaden DonCastle VirginiaWeidler GordonJones RalphMorgan
80, Comedy Romance The Harold Lloyd Corporation screwball comedy,1938,6.3,269, DelmerDaves JackCunningham ClydeBruckman CramptonHarris FrancisM.Cockrell MarianB.Cockrell, ElliottNugent, HaroldLloyd PhyllisWelch WilliamFrawley RaymondWalburn LionelStander ThurstonHall CoraWitherspoon SterlingHolloway MaryLawrence ArthurAylesworth
81, Comedy Drama Romance Gabriel Pascal Productions bet professor bath transformation tea etiquette elocution based on play or musical teacher teacher student relationship high society guttersnipe pygmalion flower vendor social class class system social reception mother son relationship speech lessons taken for granted phonetics quick learner,1938,7.7,10316, GeorgeBernardShaw W.P.Lipscomb CecilLewis IanDalrymple AnatoledeGrunwald KayWalsh, AnthonyAsquith LeslieHoward, LeslieHoward WendyHiller WilfridLawson MarieLohr ScottSunderland JeanCadell DavidTree EverleyGregg LeueenMacGrath EsmePercy
82, Comedy Musical Romance Gaumont-British Picture Corporation,1938,6.5,231, LesserSamuels SonnieHale SelwynJepson, SonnieHale, JessieMatthews BarryMacKay JackWhiting RolandYoung NoelMadison FrankPettingell AlastairSim AtheneSeyler MargaretVyner WilliamDewhurst
83, Comedy Les Films Marcel Pagnol,1938,7.4,882, MarcelPagnol, MarcelPagnol, Fernandel OraneDemazis FernandCharpin LéonBelières EnricoGlori RobertVattier MarcelMaupi Louisard HenriPoupon RobertBassac
84, Comedy Crime Warner Bros. Pictures bootlegger police prohibition era orphanage beer satire hooligan money organized crime gunshot wound orphan corpse reward state trooper foreclosure brewery murder mystery gangster comedy wise guy social climber loan due going straight going legit,1938,7.0,2725, EarlBaldwin JosephSchrank DamonRunyon HowardLindsay MaryC.McCallJr., LloydBacon, EdwardG.Robinson JaneBryan AllenJenkins RuthDonnelly WillardParker JohnLitel EdwardBrophy HaroldHuber EricStanley PaulHarvey
85, Comedy Musical Universal Pictures puberty musical puppy love,1938,6.6,441, BruceManning F.HughHerbert BillyWilder CharlesBrackett, EdwardLudwig, DeannaDurbin MelvynDouglas JackieCooper IreneRich NancyCarroll JohnHalliday JackieSearl JuanitaQuigley CharlesColeman PeggyStewart
86, Comedy Romance RKO Radio Pictures marriage crisis professor marriage affectation love suitor secret marriage secret wedding disapproving parent,1938,7.1,4793, P.J.Wolfson ErnestPagano I.A.R.Wylie AnneMorrisonChapin, GeorgeStevens, GingerRogers JamesStewart JamesEllison BeulahBondi CharlesCoburn FrancesMercer PhyllisKennedy FranklinPangborn GradySutton JackCarson
87, Comedy Drama Romance Columbia Pictures harmonica monopoly house tycoon based on play or musical love friends eccentric secretary free spirit black and white rich snob stenographer eccentric family whimsical,1938,7.8,29844, RobertRiskin GeorgeS.Kaufman MossHart, FrankCapra, JeanArthur JamesStewart LionelBarrymore EdwardArnold MischaAuer AnnMiller SpringByington SamuelS.Hinds DonaldMeek H.B.Warner
88, Comedy Crime Mystery Metro-Goldwyn-Mayer black and white thin man,1939,7.4,8659, FrancesGoodrich AlbertHackett DashiellHammett AnitaLoos, W.S.VanDyke, WilliamPowell MyrnaLoy VirginiaGrey OttoKruger C.AubreySmith RuthHussey NatPendleton PatricKnowles TomNeal PhyllisGordon
89, Comedy Bavaria-Filmkunst Wien-Film Emo-Film GmbH,1939,7.0,85, FritzKoselka, E.W.Emo, HansMoser O.W.Fischer HeinzSalfner CharlotteAnder GertrudWolle HansAdalbertSchlettow ElfriedeDatzig LinaWoiwode ErichNikowitz MimiStelzer
90, Comedy Musical Metro-Goldwyn-Mayer circus musical aunt money lawyer strong man,1939,6.8,6717, IrvingBrecher BusterKeaton LaurenceStallings, EdwardBuzzell, GrouchoMarx ChicoMarx HarpoMarx TheMarxBrothers KennyBaker FlorenceRice EveArden MargaretDumont NatPendleton FritzFeld
91, Comedy Romance Paramount ship society heiress,1939,6.4,126, VirginiaVanUpp, EdwardH.Griffith, MadeleineCarroll FredMacMurray ShirleyRoss JessieRalph ClaudeGillingwater AllynJoslyn PaulHurst HelenAinsworth DonAlvarado EddieBorden
92, Comedy Musical Ealing Studios horse racing stable hand,1939,6.4,210, AnthonyKimmins LeslieArliss ValValentine, AnthonyKimmins, GeorgeFormby PatKirkwood JossAmbler MerielForbes CyrilRaymond GeorgeHayes GeorgeCarney RonaldShiner GibbMcLaughlin HalGordon
93, Comedy Western Universal Pictures deputy black and white lawman ,1939,7.6,13283, FelixJackson GertrudePurcell HenryMyers MaxBrand, GeorgeMarshall, MarleneDietrich JamesStewart MischaAuer CharlesWinninger BrianDonlevy AllenJenkins WarrenHymer IreneHervey UnaMerkel BillyGilbert
94, Comedy Crime Drama Metro-Goldwyn-Mayer married couple fraud manuscript thief gunshot wound insurance investigator suit of armor rare book framed for murder absent minded father son conflict amateur sleuth detective comedy frameup rare book forger,1939,6.3,803, HarryKurnitz, EdwinL.Marin, RobertMontgomery RosalindRussell ReginaldOwen RalphMorgan EtienneGirardot AlanDinehart JoAnnSayers JoanMarsh JohnHubbard TomCollins
95, Comedy Musical Romance Metro-Goldwyn-Mayer hawaii musical,1939,6.5,833, HerbertFields FrankPartos GeorgeOppenheimer HarryRuskin, EdwardBuzzell, EleanorPowell RobertYoung RobertYoung GeorgeBurns GracieAllen RitaJohnson ClarenceKolb JoAnnSayers AnnMorriss WillieFung CliffClark
96, Comedy Family Metro-Goldwyn-Mayer hardy family,1939,6.7,571, AuraniaRouverol CareyWilson, GeorgeB.Seitz, MickeyRooney LewisStone FayHolden CeciliaParker AnnRutherford SaraHaden JunePreisser MariaOuspenskaya HenryHull MarthaO'Driscoll
97, Comedy Drama Romance RKO Radio Pictures new york city orphanage madeira artist ocean liner champagne playboy love singer chapel grandmother empire state building ocean voyage shipboard romance shawl,1939,7.3,7027, DelmerDaves DonaldOgdenStewart MildredCram LeoMcCarey S.N.Behrman, LeoMcCarey, IreneDunne CharlesBoyer MariaOuspenskaya LeeBowman AstridAllwyn MauriceMoscovitch MaryBayless ScottyBeckett FerikeBoros MaryBovard
98, Comedy Drama Romance Selznick International Pictures United Artists baby marriage lawyer,1939,6.3,4420, JoSwerling RoseFranken FrankRyan, JohnCromwell, CaroleLombard JamesStewart CharlesCoburn LucileWatson EddieQuillan AlmaKruger IrvingBacon RaymondBailey BonnieBelleBarber LouiseBeavers
99, Comedy Romance Paramount taxi jealousy judge taxi driver screwball comedy ruse benefactor houseguest,1939,7.8,6293, CharlesBrackett BillyWilder EdwinJustusMayer FranzSchulz, MitchellLeisen, ClaudetteColbert DonAmeche JohnBarrymore FrancisLederer MaryAstor ElaineBarrie HeddaHopper RexO'Malley MontyWoolley ArmandKaliz
100," Comedy Drama Columbia Pictures governor washington dc, usa senate senator sightseeing politician idealist dam camp conservative black and white disillusionment political corruption integrity usa politics determination filibuster walkout political machine smear campaign expulsion attempt inspirational",1939,8.1,128057, SidneyBuchman LewisR.Foster MylesConnolly, FrankCapra, JamesStewart JeanArthur ClaudeRains EdwardArnold GuyKibbee ThomasMitchell EugenePallette BeulahBondi H.B.Warner HarryCarey
101," Comedy Romance Metro-Goldwyn-Mayer capitalist paris, france capitalism white russian jewelry satire fur",1939,7.8,24451, CharlesBrackett BillyWilder WalterReisch MelchiorLengyel, ErnstLubitsch, GretaGarbo MelvynDouglas InaClaire BelaLugosi SigRuman FelixBressart AlexanderGranach GregoryGaye RolfeSedan EdwinMaxwell
102, Comedy Music Romance 20th Century Fox musical,1939,6.4,576, HarryTugend GeorgeBradshaw BrownHolmes, SidneyLanfield, SonjaHenie TyronePower RudyVallee EdnaMayOliver MaryHealy LyleTalbot AlanDinehart MinnaGombell StewartReburn SpencerCharters
103, Comedy Fantasy Romance Hal Roach Studios based on novel or book judge divorce ghost henpecked husband topper,1938,6.5,1625, JackJevne EddieMoran CoreyFord ThorneSmith, NormanZ.McLeod, ConstanceBennett RolandYoung BillieBurke AlanMowbray VerreeTeasdale FranklinPangborn AlexanderD'Arcy PaulHurst ArmandKaliz EddieConrad
104," Comedy Drama Metro-Goldwyn-Mayer infidelity new york city parent child relationship nevada reno, nevada female friendship based on play or musical beauty salon black and white bathtub divorce gossip gold digger dressing room fashion show columnist mother daughter relationship",1939,7.7,15874, ClareBootheLuce AnitaLoos JaneMurfin F.ScottFitzgerald DonaldOgdenStewart, GeorgeCukor, NormaShearer JoanCrawford RosalindRussell MaryBoland PauletteGoddard JoanFontaine LucileWatson PhyllisPovah VirginiaWeidler MarjorieMain
105, Comedy,1940,6.8,76, AndréCerf JeanCocteau NicolasEvreinoff MarcelL'Herbier FernandNozière, MarcelL'Herbier, MichelSimon RamonNovarro JacquelineDelubac MichelinePresle Sylvie LouisJourdan AndréAlerme ÈveFrancis MagdeleineBérubet MarcelVallée
106, Comedy Drama Music RKO Radio Pictures dancing dancer romantic rivalry female friendship playboy car accident seductress dance company woman director ballerina ex spouses burlesque show impresario,1940,6.8,3402, TessSlesinger FrankDavis VickiBaum, DorothyArzner RoyDelRuth, MaureenO'Hara LouisHayward LucilleBall VirginiaField RalphBellamy MariaOuspenskaya MaryCarlisle KatharineAlexander EdwardBrophy WalterAbel
107, Comedy Romance Columbia Pictures doctor stubbornness best selling author publisher spinsters fiancée college professor fake marriage imposture,1940,6.9,1144, GeorgeSeaton KenEnglund AleenLeslie, AlexanderHall, LorettaYoung RayMilland ReginaldGardiner GailPatrick EdmundGwenn FrankSully GordonJones GeorgesMetaxa CharlesHalton JosephEggenton
108, Comedy Romance Flag Films,1940,6.2,131, MichelDuran, JacquesdeBaroncelli, LucienBaroux MichelinePresle SaturninFabre GabrielleDorziat JeanTissier MargueritePierry YvesDeniaud PalmyreLevasseur GeorgesMarchal GeorgesPaulais
109, Comedy Musical Western Metro-Goldwyn-Mayer musical cowboy,1940,6.8,6050, IrvingBrecher BusterKeaton, EdwardBuzzell, GrouchoMarx ChicoMarx HarpoMarx TheMarxBrothers JohnCarroll DianaLewis WalterWoolfKing RobertBarrat JuneMacCloy GeorgeLessey
110, Comedy Drama Paramount politics great depression black and white depression era banana republic hobo election fraud,1940,7.2,4793, PrestonSturges, PrestonSturges, BrianDonlevy MurielAngelus AkimTamiroff AllynJoslyn WilliamDemarest LouisJeanHeydt HarryRosenthal ArthurHoyt LibbyTaylor ThurstonHall
111, Comedy Drama Romance Columbia Pictures prison journalist suicide journalism based on play or musical wager fugitive black and white screwball comedy corrupt politician newspaper editor insurance agent fiancé fiancée relationship press room political corruption rolltop desk reprieve bride-to-be ex spouses imminent execution convicted murderer comedy of remarriage ambivalent,1940,7.8,66857, CharlesLederer BenHecht CharlesMacArthur MorrieRyskind, HowardHawks, CaryGrant RosalindRussell RalphBellamy GeneLockhart PorterHall ErnestTruex CliffEdwards ClarenceKolb RoscoeKarns FrankJenks
112, Comedy Crime Drama Walter Wanger Productions United Artists husband wife relationship gangster,1940,6.4,723, MylesConnolly KathrynScola, ArchieMayo, GeorgeRaft JoanBennett LloydNolan WalterPidgeon GladysGeorge PeggyShannon JuneKnight JoeSawyer BillyWayne GeorgesRenavent
113, Comedy Romance Metro-Goldwyn-Mayer romcom,1940,7.4,4056, LeonGordon MaurineDallasWatkins OctavusRoyCohen CharlesLederer GeorgeOppenheimer HarryKurnitz, W.S.VanDyke, WilliamPowell MyrnaLoy FrankMcHugh EdmundLowe DonaldDouglas NellaWalker Carl'Alfalfa'Switzer PierreWatkin PaulStanton MorganWallace
114," Comedy Musical Romance Universal Pictures hawaii musical puppy love honolulu, hawaii",1940,6.5,701, NormanKrasna JaneHall FrederickKohner RalphBlock, WilliamA.Seiter, DeannaDurbin KayFrancis WalterPidgeon EugenePallette HenryStephenson CeciliaLoftus SamuelS.Hinds LewisHoward S.Z.Sakall FritzFeld
115, Biography Comedy Drama 20th Century Fox new york city inventor biography steamboat sailor,1940,6.5,282, HarryTugend JohnL.Balderston RidaJohnsonYoung, HenryKing, AliceFaye FredMacMurray RichardGreene BrendaJoyce AndyDevine HenryStephenson FritzFeld WardBond ClarenceWilson RobertMiddlemass
116, Comedy Musical Romance Paramount singapore musical black and white road movie buddy comedy,1940,6.6,4258, DonHartman FrankButler HarryHervey BarneyDean RayGolden SidKuller, VictorSchertzinger, BingCrosby BobHope DorothyLamour CharlesCoburn JudithBarrett AnthonyQuinn JerryColonna ElviaAllman JohnnyArthur BobbyBarber
117, Comedy History,1940,7.0,89, ErnstMarischka CarlZeller, GézavonBolváry, HansMoser MarteHarell JohannesHeesters HansHolt TheoLingen TheodorDanegger LeoSlezak ElfriedeDatzig DoritKreysler ErikavonThellmann
118, Comedy Drama Romance Universal Pictures femme fatale,1940,6.5,1922, JohnMeehan HarryTugend LadislasFodor LászlóVadnay, TayGarnett, MarleneDietrich JohnWayne AlbertDekker BroderickCrawford AnnaLee MischaAuer BillyGilbert RichardCarle SamuelS.Hinds OscarHomolka
119," Comedy Drama Romance Metro-Goldwyn-Mayer salesclerk secret love lovesickness budapest, hungary anonymous letter man woman relationship pen pals love black and white co-workers relationship music box bickering gift shop holiday season christmas parfumerie",1940,8.0,42513, SamsonRaphaelson MiklósLászló BenHecht, ErnstLubitsch, MargaretSullavan JamesStewart FrankMorgan JosephSchildkraut SaraHaden FelixBressart WilliamTracy InezCourtney SarahEdwards EdwinMaxwell
120, Comedy Musical Romance Universal Pictures musical,1940,6.6,410, BruceManning FelixJackson ErnstMarischka, HenryKoster, DeannaDurbin RobertCummings MischaAuer HenryStephenson S.Z.Sakall BillyLenhart KennethBrown WalterCatlett AnneGwynne AllynJoslyn
121, Comedy Musical Romance Metro-Goldwyn-Mayer musical,1940,6.8,2095, JohnMonksJr. FredF.Finklehoffe HerbertFields KayVanRiper, BusbyBerkeley, MickeyRooney JudyGarland PaulWhiteman JunePreisser WilliamTracy LarryNunn MargaretEarly AnnShoemaker FrancisPierlot VirginiaBrissac
122, Comedy Klagemann-Film GmbH,1940,7.3,57, FritzSchwiefert, ErichEngel, JennyJugo AlbertMatterstock HeinzSalfner HansSchwarzJr. HansRichter GustavWaldau JosefineDora HugoWerner-Kahle WernerPledath PaulBildt
123, Comedy Family Musical Metro-Goldwyn-Mayer musical,1941,6.5,5694, SidKuller HalFimberg RayGolden NatPerrin GeorgeOppenheimer, CharlesReisner, GrouchoMarx ChicoMarx HarpoMarx TonyMartin VirginiaGrey MargaretDumont DouglassDumbrille WilliamTannen MarionMartin VirginiaO'Brien
124, Comedy Romance Warner Bros. Pictures kidnapping pilot,1941,6.9,3945, JuliusJ.Epstein PhilipG.Epstein KennethEarl M.M.Musselman, WilliamKeighley, JamesCagney BetteDavis StuartErwin EugenePallette JackCarson GeorgeTobias HarryDavenport WilliamFrawley EdwardBrophy HarryHolman
125, Comedy Romance 20th Century Fox aunt oxford university students,1941,6.8,732, GeorgeSeaton BrandonThomas, ArchieMayo, JackBenny KayFrancis JamesEllison AnneBaxter EdmundGwenn LairdCregar ReginaldOwen ArleenWhelan RichardHaydn ErnestCossart
126, Comedy Crime Mystery Warner Bros. Pictures double life amateur detective dentist murder investigation burlesque dancer,1941,6.7,1602, LesterCole JohnWexley LadislasFodor BernardMerivale JeffreyDell, LloydBacon, ErrolFlynn BrendaMarshall RalphBellamy AlanHale LeePatrick AllenJenkins LucileWatson WilliamFrawley RoscoeKarns GrantMitchell
127, Comedy Musical Romance 20th Century Fox radio money,1941,6.6,298, DonEttlinger EdwinBlum RobertEllis HelenLogan SamuelHoffenstein, ArchieMayo, AliceFaye JackOakie JohnPayne CesarRomero JamesNewill CharlesFuqua TheInkSpots HoppyJones BillKenny DeekWatson
128, Comedy Fantasy Romance Columbia Pictures angel boxer saxophone reincarnation airplane accident screwball comedy prizefight,1941,7.5,7901, SidneyBuchman SetonI.Miller HarrySegall, AlexanderHall, RobertMontgomery ClaudeRains EvelynKeyes RitaJohnson EdwardEverettHorton JamesGleason JohnEmery DonaldMacBride DonCostello HalliwellHobbes
129, Comedy Crime Horror Universal Pictures casino hostage detective haunted house bus driver slapstick comedy inheritance black and white old dark house will screwball comedy ghost hidden money,1941,7.3,4557, RobertLees FredericI.Rinaldo JohnGrant, ArthurLubin, BudAbbott LouCostello RichardCarlson JoanDavis EvelynAnkers MischaAuer MarcLawrence ShempHoward RussellHicks WilliamB.Davidson
130, Comedy Universal Pictures nightclub u.s. navy black and white sailor gambler,1941,6.7,3326, ArthurT.Horman JohnGrant, ArthurLubin, BudAbbott LouCostello DickPowell ClaireDodd TheAndrewsSisters TheAndrewsSisters TheAndrewsSisters DickForan BillyLenhart KennethBrown ShempHoward SteveCondos
131, Comedy Universal Pictures musical black and white,1941,6.5,1859, TrueBoardman NatPerrin JohnGrant EdmundL.Hartmann, ArthurLubin RalphCeder, BudAbbott LouCostello MarthaRaye MarthaRaye CarolBruce WilliamGargan DickForan CharlesLang WilliamB.Davidson TrumanBradley LoringSmith
